"Nobel";"Country";"Year";"UniversityScore";"Popularity";"Productivity"
"no";"united states";1939;100;12.4723371094456;95.5436720142603
"no";"united states";1932;86.3;19.5418229090944;54.1889483065954
"no";"united states";1947;58.1;4.15744570314854;69.5187165775401
"no";"united kingdom";1935;96.6;0;0.71301247771836
"no";"united states";1958;23.55;25.7338595155591;73.9750445632799
"no";"pakistan";1919;80.7;38.5261618856068;89.3048128342246
"no";"united states";1971;100;37.0796896427768;16.5775401069519
"no";"united states";1914;89.6;4.15744570314854;27.6292335115865
"no";"germany";1904;0;4.15744570314854;38.8591800356506
"no";"sweden";1960;27.4;19.0617326477204;17.1122994652406
"no";"england";1852;96.6;13.1787910765495;11.7647058823529
"no";"spain";1957;0;14.3823991182398;21.9251336898396
"no";"ukraine";1904;0;32.6347635147159;45.1957295373665
"no";"canada";1874;0;4.15744570314854;7.1301247771836
"no";"germany";1863;0;4.15744570314854;4.81283422459893
"yes";"germany";1904;7.7;25.1292403596631;4.45632798573975
"no";"united states";1928;54.9;51.6221615280113;33.1550802139037
"no";"australia";1941;19.2;4.15744570314854;0.53475935828877
"no";"united kingdom";1917;0;28.3545237219971;35.650623885918
"yes";"canada";1901;0;28.9748897844602;0.904159132007233
"no";"united states";1880;93.15;22.2737315609943;23.1729055258467
"no";"germany";1879;0;4.15744570314854;8.55614973262032
"no";"indonesia";1915;20;9.65328998110935;3.5650623885918
"no";"georgia";1927;33;4.15744570314854;14.2602495543672
"no";"india";1933;0;17.9681813874064;35.650623885918
"no";"canada";1930;0;0;0.35650623885918
"no";"georgia";1944;0;0;5.88235294117647
"no";"united states";1923;93.4;6.58939553827474;39.9286987522282
"no";"united states";1945;20;21.1508505292841;31.729055258467
"no";"france";1865;0;0;4.81283422459893
"no";"united states";1955;68.35;47.5518332067601;0.445632798573975
"no";"united states";1930;100;0;59.1800356506239
"no";"united kingdom";1934;0;0;0
"yes";"usa";1926;0;0;0.723327305605787
"yes";"japan";1921;0;55.7947289778382;24.5931283905967
"yes";"sweden";1862;27.4;19.1488200293089;7.77576853526221
"no";"united kingdom";1939;38.65;48.507226846017;95.7219251336899
"no";"united states";1953;65.9;11.6714256579213;18.0035650623886
"no";"taiwan";1947;100;37.5788149131411;0.429590017825312
"no";"united states";1936;80.7;9.65328998110935;21.5686274509804
"no";"switzerland";1945;0;31.6882665859745;35.2941176470588
"no";"germany";1971;31.7;13.1787910765495;42.2459893048128
"no";"germany";1923;0;8.31489140629709;2.67379679144385
"no";"belgium";1965;0;0;25.8467023172906
"no";"czech republic";1883;0;0;37.1886120996441
"no";"united kingdom";1975;0;6.58939553827474;25.3119429590018
"yes";"mexico";1943;80.7;32.8974077703992;36.1853832442068
"yes";"the netherlands";1925;0;19.3065799622187;7.1301247771836
"no";"united states";1983;54.9;13.8107356842579;5.16934046345811
"no";"united states";1938;86.3;0;0.53475935828877
"no";"united states";1943;90.35;37.5559656424651;0.260249554367201
"no";"egypt";1910;54.9;38.5649835505787;23.8859180035651
"no";"united states";1904;100;34.4461098536663;0.754010695187166
"yes";"usa";1940;80.7;0;33.2740213523132
"no";"united states";1916;84.5;8.31489140629709;1.96078431372549
"no";"iran";1937;7.7;0;85.3832442067736
"no";"united states";1916;86.3;4.15744570314854;38.1461675579323
"no";"israel";1963;80.7;9.65328998110935;23.1729055258467
"no";"united states";1930;66.7;0;20.855614973262
"no";"ukraine";1927;0;0;2.67379679144385
"no";"italy";1961;23.1;21.8179736912011;11.7647058823529
"no";"united states";1912;0;0;0.71301247771836
"no";"united states";1943;65.9;32.4048607521101;0.468805704099822
"no";"russia";1945;0;21.6580195106868;1.06951871657754
"yes";"united kingdom";1921;0;39.9569797639247;77.7576853526221
"no";"united states";1939;79.4;0;0.17825311942959
"no";"united kingdom";1934;0;0;0
"yes";"germany";1873;9.4;27.7987628858384;11.9429590017825
"yes";"sweden";1869;0;0;0.180831826401447
"no";"united states";1941;52.65;22.9923000351939;77.4021352313167
"no";"united kingdom";1945;24.9;19.7681866148242;29.0552584670232
"yes";"germany";1933;0;30.8041405103935;4.63458110516934
"no";"united states";1964;100;27.3766240540175;61.6755793226381
"no";"united kingdom";1939;18.8;22.5594010885826;5.52584670231729
"no";"united states";1922;57.85;15.3843772059459;17.825311942959
"no";"united kingdom";1907;0;13.1787910765495;5.52584670231729
"no";"united states";1932;45.05;0;93.048128342246
"no";"south korea";1936;79.4;0;61.8538324420677
"no";"germany";1866;0;8.31489140629709;55.6149732620321
"no";"united states";1912;82.95;10.7468412414233;37.6114081996435
"no";"united states";1934;0;46.3939370924546;1.36898395721925
"no";"canada";1956;17.2;0;3.74331550802139
"no";"germany";1934;96.7;31.0799558304552;25.4901960784314
"no";"china";1913;86.4;0;12.4777183600713
"no";"united kingdom";1970;47.1;16.9934048261356;17.2905525846702
"no";"china";1947;26.6;0;28.5204991087344
"no";"united states";1923;100;15.8288713610698;24.2424242424242
"no";"wales";1950;45.55;0;0.53475935828877
"no";"united states";1962;80.7;20.4001312225326;20.6773618538324
"no";"new zealand";1921;0;0;3.5650623885918
"no";"france";1940;0;18.260821196196;39.9286987522282
"no";"belarus";1912;0;4.15744570314854;1.7825311942959
"no";"united kingdom";1941;0;13.8107356842579;28.1639928698752
"no";"united states";1941;0;0;23.5294117647059
"no";"united kingdom";1893;0;10.7468412414233;0
"no";"united states";1862;0;11.6714256579213;2.67379679144385
"no";"united states";1918;0;0;1.06951871657754
"no";"essex";1907;24.75;13.1787910765495;0.53475935828877
"no";"india";1956;13.3;15.3843772059459;1.24777183600713
"no";"surrey";1874;0;40.7735455799611;57.2192513368984
"no";"united states";1851;0;0;11.5864527629234
"no";"scotland";1901;55.6;63.2917064669314;0.584670231729055
"no";"united states";1976;54.9;26.1312184473692;33.8680926916221
"no";"egypt";1955;89.6;0;0.35650623885918
"no";"india";1932;33.8;23.2191783508689;6.59536541889483
"no";"united kingdom";1916;0;24.354237917319;0.367201426024955
"no";"united states";1920;65.9;28.0272829555312;17.6470588235294
"no";"united states";1951;0;0;4.99108734402852
"yes";"usa";1881;0;0;1.24777183600713
"no";"united states";1950;60.05;0;15.5080213903743
"no";"england";1927;96.6;16.2426855193841;14.2602495543672
"no";"united states";1917;0;0;10.1604278074866
"no";"indonesia";1900;9.4;0;6.95187165775401
"yes";"austria-hungary";1887;0;0;21.1573236889693
"no";"united states";1873;0;0;9.44741532976827
"no";"warwickshire";1877;0;26.357582153099;5.52584670231729
"no";"united states";1930;0;19.0617326477204;62.3885918003565
"no";"united states";1933;0;4.15744570314854;1.42602495543672
"no";"italy";1970;40.1;48.7723218977999;69.1622103386809
"no";"united states";1927;0;10.7468412414233;32.2638146167558
"no";"united states";1918;0;0;22.2816399286988
"no";"germany";1942;22.4;12.4723371094456;27.2727272727273
"no";"united states";1906;86.3;0;0.71301247771836
"no";"united states";1941;80.7;18.260821196196;4.09982174688057
"no";"australia";1975;13.3;6.58939553827474;10.873440285205
"no";"cameroon";1943;24.75;9.65328998110935;1.42602495543672
"no";"germany";1866;28.8;21.6580195106868;1.06951871657754
"no";"united states";1937;65.9;0;46.1675579322638
"no";"united kingdom";1926;21;0;1.60427807486631
"no";"england national football team";1961;32.6;12.4723371094456;69.8752228163993
"no";"indonesia";1932;20;0;3.92156862745098
"no";"united states";1949;79.4;17.9681813874064;8.55614973262032
"no";"south korea";1952;0;0;76.2923351158645
"yes";"usa";1915;89.6;27.7987628858384;22.4598930481283
"yes";"denmark";1867;18.8;0;0.723327305605787
"no";"united states";1946;0;6.58939553827474;0
"no";"united states";1918;22.1;13.8107356842579;1.96078431372549
"no";"united states";1944;100;9.65328998110935;90.9090909090909
"yes";"usa";1950;89.6;26.9895267608074;12.6559714795009
"no";"bosnia and herzegovina";1914;0;0;17.825311942959
"no";"lithuania";1869;0;6.58939553827474;4.27807486631016
"no";"ukraine";1938;0;0;0.17825311942959
"no";"hungary";1903;86.3;28.4597531982448;2.13903743315508
"yes";"russia";1849;0;64.9997437906421;22.6039783001808
"no";"united states";1867;33.6;16.2426855193841;13.0124777183601
"no";"canada";1947;17.2;6.58939553827474;13.0124777183601
"no";"france";1910;0;4.15744570314854;0.35650623885918
"yes";"russian empire";1845;0;38.4964457469051;0.180831826401447
"no";"united states";1948;89.6;19.3065799622187;20.3208556149733
"no";"united states";1915;86.3;21.8179736912011;10.3386809269162
"no";"spain";1942;0;13.1787910765495;32.0855614973262
"no";"poland";1882;0;28.7150226288297;58.8235294117647
"no";"united states";1905;0;6.58939553827474;1.42602495543672
"no";"canada";1948;0;26.1312184473692;57.9322638146168
"no";"germany";1871;0;28.7150226288297;18.5383244206774
"yes";"usa";1930;0;27.186197701447;50.445632798574
"no";"united states";1893;0;0;0.53475935828877
"no";"united states";1926;0;16.6297828125942;45.632798573975
"yes";"usa";1862;65.9;42.4864441479601;70.5244122965642
"no";"russia";1937;0;0;0.17825311942959
"no";"india";1960;50.4;29.1487966268574;45.8110516934046
"no";"united states";1855;28.9666666666667;0;5.70409982174688
"no";"india";1943;0;16.9934048261356;0
"yes";"prussia";1902;0;20.5968021631723;37.2549019607843
"no";"united states";1926;29.9;11.6714256579213;16.2210338680927
"no";"australia";1942;47;18.5398448213884;78.7878787878788
"no";"pakistan";1934;36.2;26.0538247761612;3.38680926916221
"no";"germany";1879;19.8;0;19.7860962566845
"no";"united kingdom";1925;22.8;11.6714256579213;13.7254901960784
"no";"united states";1926;80.7;20.5968021631723;1.96078431372549
"no";"united states";1948;0;26.2076261850994;2.67379679144385
"no";"united states";1898;100;0;6.23885918003565
"yes";"usa";1920;0;23.2876353555343;83.4519572953737
"no";"austria";1900;0;9.65328998110935;4.27807486631016
"no";"poland";1941;0;4.15744570314854;28.3422459893048
"no";"australia";1921;0;10.7468412414233;0.35650623885918
"no";"united states";1863;90.35;8.31489140629709;0.89126559714795
"no";"italy";1896;13.3;0;0.35650623885918
"yes";"usa";1932;0;26.5038802912558;94.6524064171123
"no";"india";1956;0;28.0830780211213;24.5989304812834
"yes";"usa";1955;0;0;39.6021699819168
"no";"united states";1907;0;16.6297828125942;10.5169340463458
"no";"united states";1936;93.4;4.15744570314854;16.3992869875223
"no";"scotland";1951;0;0;37.6114081996435
"no";"bosnia and herzegovina";1927;0;20.4001312225326;12.4777183600713
"no";"canada";1901;100;0;60.0713012477718
"no";"netherlands";1895;9.4;22.8320810576588;8.9126559714795
"no";"england";1958;33.8;6.58939553827474;50.445632798574
"yes";"russia";1908;33;0;0
"no";"trinidad and tobago";1970;0;25.0376671870552;61.319073083779
"no";"russia";1955;22.25;21.9737727442206;29.5900178253119
"no";"germany";1948;54.3;21.4936824828466;18.716577540107
"no";"israel";1950;79.4;30.6613259944044;21.5686274509804
"no";"netherlands";1936;0;0;31.1942959001783
"no";"united states";1916;0;0;9.26916221033868
"yes";"south africa";1927;0;32.996141296952;96.078431372549
"no";"germany";1858;13.3;10.7468412414233;54.1889483065954
"no";"russia";1908;0;0;2.13903743315508
"no";"poland";1914;0;4.15744570314854;58.4670231729055
"no";"united states";1866;33.6;6.58939553827474;10.5169340463458
"no";"united states";1901;93.4;21.1508505292841;11.4081996434938
"no";"united states";1970;100;17.6605279880525;25.3119429590018
"yes";"sweden";1902;27.4;0;1.62748643761302
"no";"ukraine";1911;0;0;0.17825311942959
"no";"new zealand";1927;0;14.3823991182398;0.35650623885918
"no";"united states";1959;81.25;0;88.7700534759358
"no";"india";1936;0;27.0558028638672;0.89126559714795
"no";"united states";1969;67.15;0;6.06060606060606
"no";"switzerland";1922;0;9.65328998110935;47.0588235294118
"no";"united states";1869;49.8;6.58939553827474;7.30837789661319
"no";"germany";1893;0;19.5418229090944;32.7985739750446
"no";"england";1854;0;42.0419181758186;0.290552584670232
"yes";"germany";1907;25.3;16.6297828125942;4.27807486631016
"no";"canada";1943;83.35;0;6.41711229946524
"no";"united kingdom";1880;0;29.5533044585587;0.231729055258467
"no";"poland";1910;24.9;12.4723371094456;27.0944741532977
"no";"suffolk";1917;0;0;5.3475935828877
"no";"russia";1957;33;13.1787910765495;23.3511586452763
"no";"canada";1955;31.6;56.6310376075473;64.7058823529412
"no";"united kingdom";1855;0;0;7.30837789661319
"no";"iran";1952;89.6;28.7150226288297;84.6702317290553
"no";"united states";1883;31.9;0;5.70409982174688
"no";"united states";1943;80.7;0;40.4634581105169
"no";"united states";1929;10.9;25.5672397374349;28.3422459893048
"no";"switzerland";1901;0;4.15744570314854;11.5864527629234
"no";"united states";1930;31.9;0;41.5329768270945
"no";"united states";1886;49.8;0;6.23885918003565
"no";"canada";1942;55.3;20.1967922141704;0.71301247771836
"no";"united states";1924;31.9;11.6714256579213;6.06060606060606
"no";"united states";1965;80.7;0;0.17825311942959
"no";"canada";1874;17.2;15.8288713610698;38.680926916221
"no";"israel";1971;54.9;0;16.2210338680927
"no";"united states";1947;0;11.6714256579213;9.80392156862745
"no";"germany";1938;0;8.31489140629709;34.4028520499109
"no";"costa rica";1960;0;22.8320810576588;57.7540106951872
"no";"australia";1917;96.6;17.9681813874064;2.13903743315508
"no";"netherlands";1933;0;0;6.77361853832442
"no";"japan";1910;14.1;0;21.74688057041
"no";"russia";1916;0;0;0
"no";"united states";1912;0;22.6972905245369;12.6559714795009
"no";"united states";1931;66.7;17.6605279880525;68.4491978609626
"no";"azerbaijan";1951;33;13.8107356842579;29.0552584670232
"yes";"italy";1934;0;34.4653032342005;81.4616755793226
"yes";"usa";1933;65.9;0;74.6835443037975
"no";"india";1928;21;31.1802020575304;10.5169340463458
"no";"united states";1939;91.5;27.5611901947893;27.6292335115865
"no";"poland";1896;0;26.357582153099;16.0427807486631
"no";"netherlands";1897;0;0;1.24777183600713
"yes";"united kingdom";1929;24.9;0;2.7124773960217
"no";"united states";1959;0;0;1.24777183600713
"no";"united states";1917;93.4;0;0.17825311942959
"no";"united states";1913;100;0;2.49554367201426
"no";"china";1963;0;12.4723371094456;42.2459893048128
"no";"united kingdom";1921;24.9;8.31489140629709;5.3475935828877
"no";"united states";1903;100;8.31489140629709;39.7504456327986
"no";"belgium";1908;0;0;0.71301247771836
"no";"united states";1925;54.2;10.7468412414233;4.27807486631016
"yes";"india";1910;86.3;0;1.08499095840868
"no";"hungary";1973;93.4;15.8288713610698;26.5597147950089
"no";"belgium";1961;0;30.1721959026851;59.0017825311943
"no";"germany";1897;0;6.58939553827474;11.0516934046346
"no";"hertfordshire";1968;29.8;15.3843772059459;11.0516934046346
"no";"bangladesh";1906;0;9.65328998110935;2.67379679144385
"no";"australia";1937;0;30.2886641505177;37.6114081996435
"yes";"usa";1911;59.8;0;22.9656419529837
"no";"united states";1944;0;35.3044181671045;3.03030303030303
"no";"italy";1855;13.3;9.65328998110935;2.49554367201426
"no";"united states";1916;50.55;23.092901554164;11.2299465240642
"no";"united states";1945;9.3;23.2876353555343;53.3807829181495
"no";"chile";1868;80.7;22.963908920284;0.17825311942959
"no";"china";1921;100;19.7681866148242;3.35115864527629
"no";"england";1898;96.6;22.963908920284;2.49554367201426
"no";"united states";1948;0;17.336236779698;71.4795008912656
"no";"indonesia";1934;20;0;6.95187165775401
"no";"united states";1912;88.65;4.15744570314854;5.3475935828877
"no";"austria";1902;0;28.4073692294758;62.2103386809269
"no";"united states";1951;0;0;0
"yes";"canada";1891;17.2;0;3.43580470162749
"no";"germany";1930;86.3;23.5828003644103;4.99108734402852
"no";"latvia";1914;0;0;40.1069518716578
"no";"cambridgeshire";1864;96.6;0;1.96078431372549
"no";"india";1944;0;29.4998037540333;33.2740213523132
"yes";"usa";1917;14.1;0;23.3511586452763
"yes";"india";1922;0;36.6694151282942;1.96078431372549
"no";"united states";1944;0;25.0376671870552;0.17825311942959
"no";"united states";1917;53.15;21.8179736912011;22.4598930481283
"no";"china";1939;0;13.1787910765495;45.9893048128342
"no";"russia";1922;33;18.260821196196;21.0338680926916
"no";"germany";1917;0;0;48.4848484848485
"no";"united states";1907;0;0;0
"no";"united states";1920;66.9;0;47.0588235294118
"no";"netherlands";1894;20;0;21.74688057041
"no";"india";1941;0;13.8107356842579;0.35650623885918
"no";"turkey";1950;0;24.354237917319;55.4367201426025
"no";"united kingdom";1958;0;0;26.9162210338681
"no";"united states";1868;0;14.9042869445718;3.03030303030303
"no";"united states";1931;33.8;4.15744570314854;27.9857397504456
"no";"united kingdom";1936;0;0;50.0891265597148
"no";"united states";1953;0;33.5343278460816;11.5864527629234
"yes";"usa";1942;93.4;51.4769695335344;49.5479204339964
"yes";"ussr";1930;0;6.82094731907789;6.32911392405063
"no";"switzerland";1890;0;19.5418229090944;42.2459893048128
"no";"united states";1881;0;8.31489140629709;6.59536541889483
"no";"united states";1874;0;0;5.16934046345811
"no";"france";1904;0;6.58939553827474;7.66488413547237
"no";"united states";1909;47.1;0;0
